# sfxindex format=2 rules=2 utoc_fingerprint=a9cd4a27439dc777 pak_index_hash=4ba2bb49b3e5820e3f1643ecd1b0fa42bcb71c19 events=1218 wems=5699 media_refs=6666
tab	group	event_path	wem_id	source_wav	flags	length_ms
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_area_new	94211525	al_ui_hud_area_new.wav		4511
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_armor_broken	200986137	al_ui_hud_armor_broken.wav		1771
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_armor_damaged	414604916	al_ui_hud_armor_damaged.wav		1590
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_magic_empty	594683508	al_ui_hud_no_magic_1.wav		400
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_magic_empty	1012315720	al_ui_hud_no_magic_2.wav		400
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_skill_increase	233712438	al_ui_hud_skill_increase_02.wav		2734
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_skill_increase	793637392	al_ui_hud_skill_increase_01.wav		2880
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_skill_levelup	121191796	al_ui_hud_skill_levelup.wav		4625
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_weap_broken	32648201	al_ui_hud_weap_broken.wav		1241
Menu & UI	HUD	Interface/HUD/Redesign/ui_hud_weap_damaged	875769533	al_ui_hud_weap_damaged.wav		1277
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_equip	78680572	al_ui_armor_heavy_equip_02.wav	shared	752
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_equip	327884666	al_ui_armor_heavy_equip_01.wav	shared	754
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_equip	591968410	al_ui_armor_heavy_equip_03.wav	shared	765
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_unequip	463466501	al_ui_armor_heavy_unequip_02.wav	shared	647
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_unequip	499832244	al_ui_armor_heavy_unequip_03.wav	shared	647
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_heavy_unequip	698405659	al_ui_armor_heavy_unequip_01.wav	shared	647
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_equip	384309197	al_ui_armor_light_equip_03.wav	shared	911
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_equip	720366717	al_ui_armor_light_equip_01.wav	shared	828
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_equip	861180187	al_ui_armor_light_equip_02.wav	shared	827
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_unequip	648651188	al_ui_armor_light_unequip_01.wav	shared	819
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_unequip	872466905	al_ui_armor_light_unequip_02.wav	shared	815
Menu & UI	Items	Interface/Item/Redesign/armor/ui_armor_light_unequip	937201993	al_ui_armor_light_unequip_03.wav	shared	883
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_equip	181398518	al_ui_cloth_equip_03.wav	shared	1040
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_equip	194611798	al_ui_cloth_equip_02.wav	shared	1190
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_equip	658367702	al_ui_cloth_equip_01.wav	shared	913
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_unequip	839012249	al_ui_cloth_unequip_03.wav	shared	902
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_unequip	909371831	al_ui_cloth_unequip_01.wav	shared	1004
Menu & UI	Items	Interface/Item/Redesign/armor/ui_cloth_unequip	1009682738	al_ui_cloth_unequip_02.wav	shared	1151
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_book_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_book_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_book_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_book_take	287469556	al_ui_item_book_take_01.wav	shared	803
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_book_take	700068941	al_ui_item_book_take_02.wav	shared	500
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_book_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle	247636370	al_ui_item_bottle_02.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle	627685025	al_ui_item_bottle_04.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle	670417314	al_ui_item_bottle_01.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle	780608223	al_ui_item_bottle_03.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_take	212507176	al_ui_item_bottle_take_03.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_take	277932219	al_ui_item_bottle_take_04.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_take	350228070	al_ui_item_bottle_take_01.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_take	755585555	al_ui_item_bottle_take_02.wav	shared	1100
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_bottle_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_drop_all	14127030	al_ui_item_generic_take_layer_04.wav	shared	535
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_drop_all	89856584	al_ui_item_generic_drop_01.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_drop_all	238271624	al_ui_item_generic_drop_04.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_drop_all	285585283	al_ui_item_generic_drop_02.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_drop_all	340276945	al_ui_item_generic_take_layer_03.wav	shared	539
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_drop_all	434041684	al_ui_item_generic_drop_03.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_drop_all	704396227	al_ui_item_generic_take_layer_01.wav	shared	526
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	14127030	al_ui_item_generic_take_layer_04.wav	shared	535
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	89856584	al_ui_item_generic_drop_01.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	238271624	al_ui_item_generic_drop_04.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	285585283	al_ui_item_generic_drop_02.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	340276945	al_ui_item_generic_take_layer_03.wav	shared	539
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	403742134	al_ui_item_generic_take_layer_02.wav	shared	600
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	434041684	al_ui_item_generic_drop_03.wav	shared	665
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	704396227	al_ui_item_generic_take_layer_01.wav	shared	526
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_drop	985988471	al_ui_item_generic_take_layer_05.wav	shared	600
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_take	197697281	al_ui_item_generic_take_02.wav	shared	840
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_take	446762202	al_ui_item_generic_take_01.wav	shared	829
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_generic_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_gold_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_gold_take	31028022	al_ui_item_gold_take_02.wav	shared	809
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_gold_take	179563382	al_ui_item_gold_take_03.wav	shared	812
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_gold_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_gold_take	1022687166	al_ui_item_gold_take_01.wav	shared	815
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_hammer_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_hammer_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_hammer_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_hammer_take	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient	715899232	al_ui_item_ingredient_03.wav		381
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient	893429395	al_ui_item_ingredient_02.wav		388
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient	894380957	al_ui_item_ingredient_01.wav		381
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_drop	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_drop	621558692	al_ui_item_ingredient_drop_02.wav	shared	387
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_drop	643633530	al_ui_item_ingredient_drop_03.wav	shared	401
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_drop	815227923	al_ui_glb_select_04.wav	shared	107
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_drop	1061890920	al_ui_item_ingredient_drop_01.wav	shared	482
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_take	5948893	al_ui_item_ingredient_take_3.wav	shared	1550
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_take	15889406	al_ui_glb_sort_02.wav	shared	239
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_take	101498432	al_ui_item_ingredient_take_03.wav	shared	445
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_take	273388933	al_ui_item_ingredient_take_4.wav	shared	1550
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_take	443558042	al_ui_item_ingredient_take_1.wav	shared	1278
Menu & UI	Items	Interface/Item/Redesign/Item/ui_item_ingredient_take	815227923	al_ui_glb_select_04.wav	shared	107
